BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2202165,6438508,4236343,157914,6059433
2,8521550,12466224,3944674,157914,6281758
3,14370518,18117823,3747305,157914,6281949
4,19951028,23675101,3724073,157914,6281815
5,25479314,29224775,3745461,157914,6282369
6,31024067,34737782,3713715,157914,6282285
7,36755357,40572984,3817627,157914,6492828
8,42567047,46385786,3818739,157914,6597889
9,48194859,52060873,3866014,157914,6597683
10,54043697,57919600,3875903,157914,6597963
11,59805685,63628561,3822876,157914,6597618
12,65439819,69282430,3842611,157914,6597655
13,71098676,74891767,3793091,157914,6597841
14,76710212,80549656,3839444,157914,6597860
15,82382438,86229867,3847429,157914,6597791
16,88214289,92034417,3820128,157914,6598306
17,92063234,92068941,5707,5,711
