BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6470016,21864975,15394959,611585,24105036
2,29190131,44546198,15356067,611585,24775177
3,52867748,68431052,15563304,611585,25550958
4,77367009,92665841,15298832,611585,25551229
5,101404151,116759877,15355726,611585,25551465
6,125099858,140307094,15207236,611585,25550895
7,148737447,163875204,15137757,611585,25551498
8,172151057,187842744,15691687,611585,25550594
9,196366236,211467013,15100777,611585,25550757
10,219731877,235059416,15327539,611585,25551057
11,243881089,258956733,15075644,611585,25551883
12,267324856,282616506,15291650,611585,25551791
13,291038008,306053490,15015482,611585,25551023
14,314315594,329520385,15204791,611585,25518383
15,337850363,353162905,15312542,611585,25433023
16,361548584,376688851,15140267,611585,25433642
17,386760904,401859868,15098964,611585,27819945
18,411568935,426515256,14946321,611585,29103277
19,435821595,450868727,15047132,611585,29103356
20,460575107,475688072,15112965,611585,29104586
21,485368400,500621798,15253398,611585,29103057
22,510072803,525213469,15140666,611585,29104040
23,534841854,549907082,15065228,611585,29103410
24,559237233,574184465,14947232,611585,29103387
25,584027462,599021585,14994123,611585,29103318
26,608979860,624004292,15024432,611585,29102766
27,633861774,648895760,15033986,611585,29102933
28,658154044,673223778,15069734,611585,28959270
29,681945068,696905707,14960639,611585,28851427
30,705587844,720577826,14989982,611585,28850399
31,729474769,744606692,15131923,611585,28850080
32,753269893,768147871,14877978,611585,28850554
33,768192318,768200477,8159,3,643
