BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16451720,42578880,26127160,1223170,48879695
2,62895506,89649601,26754095,1223170,51101669
3,108111695,134574509,26462814,1223170,51101842
4,152289846,179065510,26775664,1223170,51101574
5,196685677,223388950,26703273,1223170,51101296
6,242220570,268935332,26714762,1223170,51103156
7,286485328,313041874,26556546,1223170,51068888
8,330667726,357345149,26677423,1223170,50866147
9,377275593,403546566,26270973,1223170,56922704
10,423740287,449980256,26239969,1223170,58207424
11,470281209,496464559,26183350,1223170,58206579
12,515269227,541346426,26077199,1223170,58206279
13,560426624,586506613,26079989,1223170,58205566
14,605240856,631428482,26187626,1223170,58061685
15,649070440,675247113,26176673,1223170,57701308
16,693275931,719236942,25961011,1223170,57700116
17,719258946,719260776,1830,3,643
