BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15538543,45493966,29955423,1223170,48879695
2,63365691,93719362,30353671,1223170,51101669
3,111976147,142298286,30322139,1223170,51101842
4,159547910,190038261,30490351,1223170,51101574
5,207848366,238275501,30427135,1223170,51101296
6,256446809,286924848,30478039,1223170,51103156
7,304480354,334939946,30459592,1223170,51068888
8,352355550,382794776,30439226,1223170,50866147
9,404362090,434662326,30300236,1223170,56922704
10,454389830,484777979,30388149,1223170,58207424
11,504453315,534697175,30243860,1223170,58206579
12,553520703,583823839,30303136,1223170,58206279
13,602890665,633037070,30146405,1223170,58205566
14,651943064,682272530,30329466,1223170,58061685
15,700694261,730835585,30141324,1223170,57701308
16,748742206,778943396,30201190,1223170,57700116
17,778991030,778993169,2139,3,643
