BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15247744,52944384,37696640,1223170,48879695
2,70494498,108596816,38102318,1223170,51101669
3,126376441,164426507,38050066,1223170,51101842
4,181398611,219383308,37984697,1223170,51101574
5,237358595,275132913,37774318,1223170,51101296
6,293077294,330738659,37661365,1223170,51103156
7,347987592,385963020,37975428,1223170,51068888
8,403106128,441198060,38091932,1223170,50866147
9,461994039,499482556,37488517,1223170,56922704
10,519060599,556466167,37405568,1223170,58207424
11,576047228,613399979,37352751,1223170,58206579
12,631855971,669132535,37276564,1223170,58206279
13,687521591,725127160,37605569,1223170,58205566
14,744535737,782108159,37572422,1223170,58061685
15,799857272,837157952,37300680,1223170,57701308
16,854806564,892421023,37614459,1223170,57700116
17,892453492,892456181,2689,3,643
