BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,141310,153729,12419,85,3200
2,218711,226351,7640,85,3374
3,279361,287612,8251,85,3390
4,331029,345744,14715,85,3391
5,393768,401195,7427,85,3391
6,446217,454350,8133,85,3389
7,494453,505983,11530,85,3387
8,560724,567328,6604,85,3392
9,603916,616214,12298,85,3392
10,661681,671270,9589,85,3389
11,710779,721142,10363,85,3397
12,758527,768754,10227,85,3445
13,807921,817819,9898,85,3555
14,859880,868751,8871,85,3563
15,908319,913676,5357,85,3560
16,946088,955506,9418,85,3563
17,989207,998346,9139,85,3565
18,1036316,1045974,9658,85,3555
19,1082776,1090751,7975,85,3561
20,1127963,1133068,5105,85,3557
21,1164652,1173458,8806,85,3559
22,1209516,1218771,9255,85,3552
23,1257055,1261931,4876,85,3572
24,1298259,1307681,9422,85,3550
25,1341119,1346446,5327,85,3560
26,1379490,1389536,10046,85,3563
27,1423852,1427472,3620,85,3553
28,1462517,1473752,11235,85,3562
29,1510169,1520158,9989,85,3561
30,1556859,1560825,3966,85,3559
31,1596888,1606884,9996,85,3558
32,1642371,1647055,4684,85,3556
33,1678511,1680773,2262,8,794
