BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2345865,5863610,3517745,157914,6059433
2,7862468,11188822,3326354,157914,6281758
3,12994304,16331174,3336870,157914,6281949
4,17983684,21300872,3317188,157914,6281815
5,23113620,26645349,3531729,157914,6282369
6,28269370,31600512,3331142,157914,6282285
7,33491065,36888373,3397308,157914,6492828
8,38723993,42147275,3423282,157914,6597889
9,44389139,47858209,3469070,157914,6597683
10,50202111,53644582,3442471,157914,6597963
11,55767413,59185876,3418463,157914,6597618
12,60726623,64127042,3400419,157914,6597655
13,66231946,69651934,3419988,157914,6597841
14,71778944,75219447,3440503,157914,6597860
15,77316815,80773426,3456611,157914,6597791
16,83019386,86459837,3440451,157914,6598306
17,86471829,86473519,1690,5,711
