BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2204097,6168517,3964420,157914,6059433
2,8244245,12096441,3852196,157914,6281758
3,13957955,17556571,3598616,157914,6281949
4,19313029,23019147,3706118,157914,6281815
5,24908301,28688501,3780200,157914,6282369
6,30479453,34173117,3693664,157914,6282285
7,36111452,39877065,3765613,157914,6492828
8,41907754,45696731,3788977,157914,6597889
9,47542391,51357096,3814705,157914,6597683
10,53287162,57026009,3738847,157914,6597963
11,58855666,62638671,3783005,157914,6597618
12,64542276,68322417,3780141,157914,6597655
13,70128450,73952729,3824279,157914,6597841
14,75753738,79532575,3778837,157914,6597860
15,81325681,85113106,3787425,157914,6597791
16,87022432,90804242,3781810,157914,6598306
17,90838241,90842104,3863,5,711
