BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,101006,111128,10122,170,6056
2,154679,163922,9243,170,6263
3,201742,211667,9925,170,6262
4,241314,253980,12666,170,6261
5,283303,292272,8969,170,6263
6,317329,325876,8547,170,6324
7,356161,365757,9596,170,6600
8,391441,400779,9338,170,6605
9,421921,430480,8559,170,6602
10,451624,461515,9891,170,6600
11,482937,490764,7827,170,6593
12,509464,517024,7560,170,6604
13,535611,543397,7786,170,6605
14,564382,572357,7975,170,6597
15,592340,600241,7901,170,6602
16,618043,626155,8112,170,6596
17,640475,642616,2141,8,794
