BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2202156,6283551,4081395,157914,6059433
2,8404220,12308346,3904126,157914,6281758
3,14351377,18124672,3773295,157914,6281949
4,20053446,23813192,3759746,157914,6281815
5,25709867,29418427,3708560,157914,6282369
6,31299306,35043643,3744337,157914,6282285
7,37154706,40967407,3812701,157914,6492828
8,42924577,46738867,3814290,157914,6597889
9,48542950,52445894,3902944,157914,6597683
10,54475224,58383402,3908178,157914,6597963
11,60238089,64088698,3850609,157914,6597618
12,65888682,69712785,3824103,157914,6597655
13,71512563,75352605,3840042,157914,6597841
14,77155174,81003388,3848214,157914,6597860
15,82792660,86620940,3828280,157914,6597791
16,88556131,92377197,3821066,157914,6598306
17,92407038,92409236,2198,5,711
