BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15660283,47003612,31343329,1223170,48879695
2,65245877,96897877,31652000,1223170,51101669
3,115714293,146758192,31043899,1223170,51101842
4,164594978,195272242,30677264,1223170,51101574
5,213022452,243728481,30706029,1223170,51101296
6,262084160,292855988,30771828,1223170,51103156
7,309778470,340552534,30774064,1223170,51068888
8,358437027,389261516,30824489,1223170,50866147
9,409269559,439887804,30618245,1223170,56922704
10,460356884,490878192,30521308,1223170,58207424
11,510918997,541327753,30408756,1223170,58206579
12,560178850,590748020,30569170,1223170,58206279
13,609720610,640072533,30351923,1223170,58205566
14,658867965,689246034,30378069,1223170,58061685
15,707117423,737524868,30407445,1223170,57701308
16,755489739,785917914,30428175,1223170,57700116
17,785959513,785961630,2117,3,643
