BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1698231,6907521,5209290,78957,2960759
2,7918047,10470202,2552155,78957,3099192
3,11474145,13878862,2404717,78957,3141173
4,14960816,17100812,2139996,78957,3141103
5,18038101,20102857,2064756,78957,3141296
6,21066762,22638490,1571728,78957,3141171
7,23506054,25298938,1792884,78957,3141239
8,26249510,28117592,1868082,78957,3141094
9,28970392,30744773,1774381,78957,3141376
10,31585691,33398165,1812474,78957,3141511
11,34249982,35932664,1682682,78957,3141402
12,36793025,38694334,1901309,78957,3141401
13,39710425,41586608,1876183,78957,3194087
14,42598523,44881734,2283211,78957,3299259
15,45869168,47614420,1745252,78957,3299299
16,48497716,50278375,1780659,78957,3299108
17,51217863,53332471,2114608,78957,3299123
18,54255598,55967027,1711429,78957,3299078
19,56949828,59026836,2077008,78957,3299388
20,59996325,61802873,1806548,78957,3299093
21,62758346,64865988,2107642,78957,3298909
22,65778703,67558052,1779349,78957,3299227
23,68516924,70377480,1860556,78957,3299183
24,71300780,73155646,1854866,78957,3298990
25,74053881,75767938,1714057,78957,3299094
26,76700159,78310224,1610065,78957,3299265
27,79237295,81146008,1908713,78957,3299148
28,82091877,83849917,1758040,78957,3299230
29,84778880,86859323,2080443,78957,3299219
30,87783170,89787143,2003973,78957,3299090
31,90778878,92497034,1718156,78957,3299343
32,93491778,95595239,2103461,78957,3299481
33,95656489,95682830,26341,5,711
