BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,85676,92258,6582,85,3200
2,128990,134805,5815,85,3374
3,167933,173736,5803,85,3390
4,195028,203054,8026,85,3391
5,227213,232936,5723,85,3391
6,253743,259380,5637,85,3389
7,284356,290665,6309,85,3387
8,313479,320410,6931,85,3392
9,338977,344605,5628,85,3392
10,361634,366781,5147,85,3389
11,384776,391489,6713,85,3397
12,408907,414706,5799,85,3445
13,435781,441070,5289,85,3555
14,461289,465260,3971,85,3563
15,481048,486438,5390,85,3560
16,502695,507997,5302,85,3563
17,526384,531779,5395,85,3565
18,549593,553389,3796,85,3555
19,570658,576198,5540,85,3561
20,591523,597090,5567,85,3557
21,610908,614413,3505,85,3559
22,632214,637648,5434,85,3552
23,651974,657579,5605,85,3572
24,671548,675069,3521,85,3550
25,688921,698411,9490,85,3560
26,712037,735308,23271,85,3563
27,752805,759448,6643,85,3553
28,775506,779466,3960,85,3562
29,796720,808498,11778,85,3561
30,823670,827892,4222,85,3559
31,842772,849587,6815,85,3558
32,864714,868518,3804,85,3556
33,882233,884161,1928,8,794
