BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16463874,42391576,25927702,1223170,48879695
2,62465287,88833441,26368154,1223170,51101669
3,107330688,133675415,26344727,1223170,51101842
4,151336259,178228077,26891818,1223170,51101574
5,195885334,222346994,26461660,1223170,51101296
6,241227676,267851675,26623999,1223170,51103156
7,285492264,311911606,26419342,1223170,51068888
8,329818778,356064450,26245672,1223170,50866147
9,376014340,402037993,26023653,1223170,56922704
10,421787504,447789890,26002386,1223170,58207424
11,468189042,493889295,25700253,1223170,58206579
12,512742582,539323104,26580522,1223170,58206279
13,558091375,583825970,25734595,1223170,58205566
14,602740595,628462638,25722043,1223170,58061685
15,646094772,671899927,25805155,1223170,57701308
16,690102309,715878819,25776510,1223170,57700116
17,715900704,715902668,1964,3,643
