BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2177088,7296618,5119530,157914,6059433
2,9366402,14137409,4771007,157914,6281758
3,15973904,20531084,4557180,157914,6281949
4,22250800,26909539,4658739,157914,6281815
5,28678753,33284187,4605434,157914,6282369
6,35034151,39708326,4674175,157914,6282285
7,41612357,46413227,4800870,157914,6492828
8,48325154,53152947,4827793,157914,6597889
9,54934827,59779718,4844891,157914,6597683
10,61700715,66589007,4888292,157914,6597963
11,68366633,73147149,4780516,157914,6597618
12,74940150,79792984,4852834,157914,6597655
13,81578446,86469546,4891100,157914,6597841
14,88235664,93098144,4862480,157914,6597860
15,94868794,99699754,4830960,157914,6597791
16,101606731,106409697,4802966,157914,6598306
17,106436689,106439179,2490,5,711
