BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6447806,21805903,15358097,611585,24105036
2,29089071,43943255,14854184,611585,24775177
3,52107317,67240113,15132796,611585,25550958
4,76181749,91334505,15152756,611585,25551229
5,100059068,115259641,15200573,611585,25551465
6,123579490,138692056,15112566,611585,25550895
7,147016797,162205136,15188339,611585,25551498
8,170499109,185643821,15144712,611585,25550594
9,194328625,209420937,15092312,611585,25550757
10,217661564,232824055,15162491,611585,25551057
11,241865924,257052431,15186507,611585,25551883
12,265278889,280343590,15064701,611585,25551791
13,288643921,303854722,15210801,611585,25551023
14,312346387,327501173,15154786,611585,25518383
15,336134625,351286418,15151793,611585,25433023
16,359538997,374723175,15184178,611585,25433642
17,384700375,399757724,15057349,611585,27819945
18,409427060,424611621,15184561,611585,29103277
19,434008955,449197754,15188799,611585,29103356
20,458420413,473524634,15104221,611585,29104586
21,483408842,498661206,15252364,611585,29103057
22,508129254,523258984,15129730,611585,29104040
23,532866618,547941983,15075365,611585,29103410
24,557784231,572945360,15161129,611585,29103387
25,582292462,597482716,15190254,611585,29103318
26,607041638,622313344,15271706,611585,29102766
27,631964258,647225619,15261361,611585,29102933
28,656783742,671924778,15141036,611585,28959270
29,680546975,695657413,15110438,611585,28851427
30,704360264,719493473,15133209,611585,28850399
31,728322623,743334473,15011850,611585,28850080
32,752159922,767091840,14931918,611585,28850554
33,767124699,767133283,8584,3,643
