BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,77924,84943,7019,85,3200
2,121372,127762,6390,85,3374
3,167020,173636,6616,85,3390
4,197412,206362,8950,85,3391
5,230865,238437,7572,85,3391
6,259605,266688,7083,85,3389
7,287539,294380,6841,85,3387
8,315984,323964,7980,85,3392
9,342020,348708,6688,85,3392
10,365772,373841,8069,85,3389
11,391375,398050,6675,85,3397
12,420251,426819,6568,85,3445
13,448541,469587,21046,85,3555
14,489922,496617,6695,85,3563
15,512310,517100,4790,85,3560
16,532620,539285,6665,85,3563
17,556256,563663,7407,85,3565
18,578637,585426,6789,85,3555
19,604181,611212,7031,85,3561
20,626642,631155,4513,85,3557
21,645401,652295,6894,85,3559
22,666140,670480,4340,85,3552
23,684315,691351,7036,85,3572
24,705513,713010,7497,85,3550
25,726934,731231,4297,85,3560
26,745112,752933,7821,85,3563
27,767331,771732,4401,85,3553
28,786037,793248,7211,85,3562
29,808368,812703,4335,85,3561
30,827515,835012,7497,85,3559
31,848129,852362,4233,85,3558
32,865488,873519,8031,85,3556
33,886586,892003,5417,8,794
