BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1605143,3413320,1808177,78957,2960759
2,4368968,6021717,1652749,78957,3099192
3,7028256,8695308,1667052,78957,3141173
4,9561186,11204893,1643707,78957,3141103
5,12055223,13697611,1642388,78957,3141296
6,14486204,16133425,1647221,78957,3141171
7,16943455,18599963,1656508,78957,3141239
8,19381208,21047538,1666330,78957,3141094
9,21795803,23468041,1672238,78957,3141376
10,24243580,25916518,1672938,78957,3141511
11,26684127,28337163,1653036,78957,3141402
12,29089626,30748155,1658529,78957,3141401
13,31644129,33300823,1656694,78957,3194087
14,34223223,35948421,1725198,78957,3299259
15,36857425,38535938,1678513,78957,3299299
16,39359553,41059514,1699961,78957,3299108
17,41899200,43599016,1699816,78957,3299123
18,44440584,46148874,1708290,78957,3299078
19,47055686,48781956,1726270,78957,3299388
20,49620140,51324055,1703915,78957,3299093
21,52165880,53863201,1697321,78957,3298909
22,54720998,56427961,1706963,78957,3299227
23,57265400,58970003,1704603,78957,3299183
24,59809044,61518966,1709922,78957,3298990
25,62354547,64042486,1687939,78957,3299094
26,64891823,66616501,1724678,78957,3299265
27,67439110,69179322,1740212,78957,3299148
28,70017185,71721950,1704765,78957,3299230
29,72534600,74264243,1729643,78957,3299219
30,75103781,76855257,1751476,78957,3299090
31,77771343,79485132,1713789,78957,3299343
32,80382643,82084320,1701677,78957,3299481
33,82097471,82099136,1665,5,711
