BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1715423,6621405,4905982,78957,2960759
2,7593688,9864914,2271226,78957,3099192
3,10943006,13083842,2140836,78957,3141173
4,14156818,16169904,2013086,78957,3141103
5,17106392,18922274,1815882,78957,3141296
6,19890010,21538758,1648748,78957,3141171
7,22403418,24309283,1905865,78957,3141239
8,25253784,26949133,1695349,78957,3141094
9,27807622,29755178,1947556,78957,3141376
10,30599254,32323288,1724034,78957,3141511
11,33174500,34934913,1760413,78957,3141402
12,35791086,37850046,2058960,78957,3141401
13,38881931,40597139,1715208,78957,3194087
14,41617383,43700097,2082714,78957,3299259
15,44675126,46796064,2120938,78957,3299299
16,47707708,49838425,2130717,78957,3299108
17,50775205,52736519,1961314,78957,3299123
18,53656764,55634476,1977712,78957,3299078
19,56621893,58854758,2232865,78957,3299388
20,59804203,61849287,2045084,78957,3299093
21,62781596,64915355,2133759,78957,3298909
22,65836088,68063795,2227707,78957,3299227
23,69002302,70870817,1868515,78957,3299183
24,71777289,73999005,2221716,78957,3298990
25,74920360,76768503,1848143,78957,3299094
26,77687786,79933728,2245942,78957,3299265
27,80902730,82964996,2062266,78957,3299148
28,83918500,85680886,1762386,78957,3299230
29,86575486,88343672,1768186,78957,3299219
30,89274682,91080399,1805717,78957,3299090
31,92069326,93808082,1738756,78957,3299343
32,94805408,96890141,2084733,78957,3299481
33,96951115,96978057,26942,5,711
