BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15600362,44852271,29251909,1223170,48879695
2,62729594,92444944,29715350,1223170,51101669
3,110614213,140399856,29785643,1223170,51101842
4,157622356,187320029,29697673,1223170,51101574
5,205227253,235005626,29778373,1223170,51101296
6,252870000,282468834,29598834,1223170,51103156
7,300124994,329766114,29641120,1223170,51068888
8,347242741,376881911,29639170,1223170,50866147
9,397838547,427440464,29601917,1223170,56922704
10,447578423,477289012,29710589,1223170,58207424
11,497043127,526558145,29515018,1223170,58206579
12,545537814,575118782,29580968,1223170,58206279
13,593770179,623399718,29629539,1223170,58205566
14,642453721,671884708,29430987,1223170,58061685
15,690037262,719492864,29455602,1223170,57701308
16,737684563,766981899,29297336,1223170,57700116
17,767016435,767018889,2454,3,643
