BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15202092,52143644,36941552,1223170,48879695
2,69800782,107651087,37850305,1223170,51101669
3,125568230,163143370,37575140,1223170,51101842
4,180850846,218477596,37626750,1223170,51101574
5,236142895,273642246,37499351,1223170,51101296
6,291677024,329403416,37726392,1223170,51103156
7,346970268,384331430,37361162,1223170,51068888
8,401588611,439246738,37658127,1223170,50866147
9,460233453,497672181,37438728,1223170,56922704
10,517292384,554661172,37368788,1223170,58207424
11,574235520,611565085,37329565,1223170,58206579
12,629950462,667281501,37331039,1223170,58206279
13,685851610,723016530,37164920,1223170,58205566
14,741526243,778744022,37217779,1223170,58061685
15,796207165,833304252,37097087,1223170,57701308
16,850981435,888106302,37124867,1223170,57700116
17,888138530,888140910,2380,3,643
