BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2184517,6185513,4000996,157914,6059433
2,8253387,12117599,3864212,157914,6281758
3,14091156,17780642,3689486,157914,6281949
4,19677889,23429419,3751530,157914,6281815
5,25303938,29020634,3716696,157914,6282369
6,30879154,34603731,3724577,157914,6282285
7,36718920,40449299,3730379,157914,6492828
8,42399936,46264414,3864478,157914,6597889
9,48064473,51916207,3851734,157914,6597683
10,53896471,57740736,3844265,157914,6597963
11,59600864,63437573,3836709,157914,6597618
12,65298852,69129144,3830292,157914,6597655
13,70950809,74757521,3806712,157914,6597841
14,76576131,80421565,3845434,157914,6597860
15,82219279,86056570,3837291,157914,6597791
16,88016742,91902965,3886223,157914,6598306
17,91928128,91930322,2194,5,711
