BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15756591,46277277,30520686,1223170,48879695
2,64789929,95404026,30614097,1223170,51101669
3,113708676,144262907,30554231,1223170,51101842
4,161645770,192047788,30402018,1223170,51101574
5,210214702,240367687,30152985,1223170,51101296
6,259179706,289529174,30349468,1223170,51103156
7,306508873,336724629,30215756,1223170,51068888
8,354833123,385487734,30654611,1223170,50866147
9,405293195,435907529,30614334,1223170,56922704
10,456518443,487112588,30594145,1223170,58207424
11,506895800,537386543,30490743,1223170,58206579
12,556107674,586461059,30353385,1223170,58206279
13,605511422,635808661,30297239,1223170,58205566
14,654643696,684796425,30152729,1223170,58061685
15,702588249,732973343,30385094,1223170,57701308
16,750805879,781038679,30232800,1223170,57700116
17,781071813,781074256,2443,3,643
