BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2175773,6286138,4110365,157914,6059433
2,8356197,12244258,3888061,157914,6281758
3,14091047,17806518,3715471,157914,6281949
4,19566199,23382923,3816724,157914,6281815
5,25281759,28927381,3645622,157914,6282369
6,30709608,34460636,3751028,157914,6282285
7,36377945,40180412,3802467,157914,6492828
8,42235254,46095392,3860138,157914,6597889
9,47882690,51723644,3840954,157914,6597683
10,53648726,57503630,3854904,157914,6597963
11,59315080,63186191,3871111,157914,6597618
12,65053360,68942608,3889248,157914,6597655
13,70759905,74643914,3884009,157914,6597841
14,76406746,80250798,3844052,157914,6597860
15,82031696,85929205,3897509,157914,6597791
16,87850323,91702781,3852458,157914,6598306
17,91728915,91731180,2265,5,711
