BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2193118,6332160,4139042,157914,6059433
2,8409667,12367601,3957934,157914,6281758
3,14401093,18185809,3784716,157914,6281949
4,20098360,23812188,3713828,157914,6281815
5,25692950,29443115,3750165,157914,6282369
6,31303379,35008639,3705260,157914,6282285
7,37110846,40947507,3836661,157914,6492828
8,42895172,46803202,3908030,157914,6597889
9,48587466,52510279,3922813,157914,6597683
10,54419238,58248566,3829328,157914,6597963
11,60120354,64051877,3931523,157914,6597618
12,65908602,69756186,3847584,157914,6597655
13,71563323,75442463,3879140,157914,6597841
14,77224820,81090413,3865593,157914,6597860
15,82886673,86783342,3896669,157914,6597791
16,88743137,92584275,3841138,157914,6598306
17,92612071,92614067,1996,5,711
