BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,86760,97495,10735,170,6056
2,151060,158945,7885,170,6263
3,197727,205375,7648,170,6262
4,235460,245991,10531,170,6261
5,275932,283640,7708,170,6263
6,310834,317720,6886,170,6324
7,340259,347086,6827,170,6600
8,372467,378599,6132,170,6605
9,399903,405648,5745,170,6602
10,425540,431772,6232,170,6600
11,449463,454466,5003,170,6593
12,473907,479917,6010,170,6604
13,501670,506467,4797,170,6605
14,525491,532220,6729,170,6597
15,551047,555924,4877,170,6602
16,572370,577788,5418,170,6596
17,587952,589670,1718,8,794
