BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,68567,76876,8309,85,3200
2,115027,119943,4916,85,3374
3,156343,161352,5009,85,3390
4,187056,193761,6705,85,3391
5,219886,226329,6443,85,3391
6,251527,256457,4930,85,3389
7,275479,280317,4838,85,3387
8,301811,308299,6488,85,3392
9,325925,330723,4798,85,3392
10,348107,351917,3810,85,3389
11,368326,372087,3761,85,3397
12,387575,392936,5361,85,3445
13,409230,413425,4195,85,3555
14,429142,432968,3826,85,3563
15,447947,451823,3876,85,3560
16,467169,471120,3951,85,3563
17,486097,489731,3634,85,3565
18,504277,507769,3492,85,3555
19,522405,525843,3438,85,3561
20,541344,545853,4509,85,3557
21,559255,563003,3748,85,3559
22,579351,582750,3399,85,3552
23,596871,600033,3162,85,3572
24,613254,618330,5076,85,3550
25,635134,638418,3284,85,3560
26,652740,656321,3581,85,3563
27,669595,673416,3821,85,3553
28,686999,691588,4589,85,3562
29,707332,710660,3328,85,3561
30,724233,727490,3257,85,3559
31,740251,743980,3729,85,3558
32,756452,761079,4627,85,3556
33,773760,775637,1877,8,794
