BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,16011251,49581711,33570460,1223170,48879695
2,67487487,101398153,33910666,1223170,51101669
3,120199731,154402585,34202854,1223170,51101842
4,172269847,207794943,35525096,1223170,51101574
5,225719049,259236354,33517305,1223170,51101296
6,278155031,311328305,33173274,1223170,51103156
7,328430507,360565871,32135364,1223170,51068888
8,378999012,411988541,32989529,1223170,50866147
9,431971919,464916483,32944564,1223170,56922704
10,485456224,517857294,32401070,1223170,58207424
11,537657351,570019821,32362470,1223170,58206579
12,588800300,620741673,31941373,1223170,58206279
13,639525751,672714145,33188394,1223170,58205566
14,691512473,724316471,32803998,1223170,58061685
15,742137892,774895912,32758020,1223170,57701308
16,793011757,824711226,31699469,1223170,57700116
17,824791846,824816420,24574,3,643
