BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15134949,53733141,38598192,1223170,48879695
2,71287445,109777117,38489672,1223170,51101669
3,127498492,165284673,37786181,1223170,51101842
4,182776561,220885763,38109202,1223170,51101574
5,238398076,276764290,38366214,1223170,51101296
6,294242344,332273874,38031530,1223170,51103156
7,349633155,387514341,37881186,1223170,51068888
8,404544860,442871934,38327074,1223170,50866147
9,463389734,501129285,37739551,1223170,56922704
10,520651736,558399060,37747324,1223170,58207424
11,577877557,615138828,37261271,1223170,58206579
12,633612973,671071596,37458623,1223170,58206279
13,689370626,726681587,37310961,1223170,58205566
14,745486316,783204772,37718456,1223170,58061685
15,800898125,838607992,37709867,1223170,57701308
16,856250998,893439142,37188144,1223170,57700116
17,893471359,893482108,10749,3,643
