BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15953772,50488556,34534784,1223170,48879695
2,68969313,102237911,33268598,1223170,51101669
3,120683966,153711179,33027213,1223170,51101842
4,171251726,204163327,32911601,1223170,51101574
5,222485113,254861446,32376333,1223170,51101296
6,273464156,306062777,32598621,1223170,51103156
7,323248142,355690632,32442490,1223170,51068888
8,373815594,408567357,34751763,1223170,50866147
9,428414701,461792449,33377748,1223170,56922704
10,482185013,515027272,32842259,1223170,58207424
11,534937327,565356500,30419173,1223170,58206579
12,584194009,616698014,32504005,1223170,58206279
13,635482187,667826848,32344661,1223170,58205566
14,686906941,718853428,31946487,1223170,58061685
15,736667643,768677475,32009832,1223170,57701308
16,786541955,819682360,33140405,1223170,57700116
17,819764413,819785921,21508,3,643
