BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,68836,76045,7209,85,3200
2,110247,116000,5753,85,3374
3,148549,153576,5027,85,3390
4,179523,186213,6690,85,3391
5,210334,215417,5083,85,3391
6,239114,243953,4839,85,3389
7,262700,267424,4724,85,3387
8,289111,294994,5883,85,3392
9,312375,317043,4668,85,3392
10,332988,336721,3733,85,3389
11,352476,356029,3553,85,3397
12,371871,376429,4558,85,3445
13,392247,396231,3984,85,3555
14,411865,415619,3754,85,3563
15,432710,436371,3661,85,3560
16,450824,454613,3789,85,3563
17,468999,472908,3909,85,3565
18,487039,490380,3341,85,3555
19,504640,507898,3258,85,3561
20,522613,526878,4265,85,3557
21,540459,543900,3441,85,3559
22,557105,560363,3258,85,3552
23,573337,577707,4370,85,3572
24,593923,597430,3507,85,3550
25,610288,613516,3228,85,3560
26,628618,631981,3363,85,3563
27,645087,648758,3671,85,3553
28,661959,667569,5610,85,3562
29,682988,692820,9832,85,3561
30,706539,709712,3173,85,3559
31,723042,726705,3663,85,3558
32,742167,745562,3395,85,3556
33,755752,757871,2119,8,794
