BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1801494,6694259,4892765,78957,2960759
2,7694375,9997440,2303065,78957,3099192
3,11042958,13444316,2401358,78957,3141173
4,14525951,16771310,2245359,78957,3141103
5,17705546,19673433,1967887,78957,3141296
6,20641340,22769906,2128566,78957,3141171
7,23633914,25700610,2066696,78957,3141239
8,26649194,28337079,1687885,78957,3141094
9,29171598,30939448,1767850,78957,3141376
10,31798183,33659168,1860985,78957,3141511
11,34495511,36035578,1540067,78957,3141402
12,36887719,38917692,2029973,78957,3141401
13,39941081,41865556,1924475,78957,3194087
14,42867405,44633239,1765834,78957,3299259
15,45624081,47476753,1852672,78957,3299299
16,48373188,50355168,1981980,78957,3299108
17,51294368,53245770,1951402,78957,3299123
18,54155412,56027128,1871716,78957,3299078
19,57024216,58788026,1763810,78957,3299388
20,59739852,61806276,2066424,78957,3299093
21,62749656,64500573,1750917,78957,3298909
22,65429016,67386497,1957481,78957,3299227
23,68330910,70163281,1832371,78957,3299183
24,71073306,73301312,2228006,78957,3298990
25,74219179,75985712,1766533,78957,3299094
26,76897766,78687345,1789579,78957,3299265
27,79631769,81951896,2320127,78957,3299148
28,82840212,84923155,2082943,78957,3299230
29,85835140,87701697,1866557,78957,3299219
30,88620530,90515776,1895246,78957,3299090
31,91493941,93276397,1782456,78957,3299343
32,94263964,96236738,1972774,78957,3299481
33,96320536,96353696,33160,5,711
