BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2362121,5837147,3475026,157914,6059433
2,7884669,11213026,3328357,157914,6281758
3,13067174,16364657,3297483,157914,6281949
4,17979060,21288659,3309599,157914,6281815
5,23109554,26438240,3328686,157914,6282369
6,28031725,31285928,3254203,157914,6282285
7,33187785,36594665,3406880,157914,6492828
8,38455688,41885608,3429920,157914,6597889
9,44044790,47439783,3394993,157914,6597683
10,49756023,53218226,3462203,157914,6597963
11,55324193,58757433,3433240,157914,6597618
12,60294634,63680856,3386222,157914,6597655
13,65764894,69159052,3394158,157914,6597841
14,71241901,74677661,3435760,157914,6597860
15,76769548,80257721,3488173,157914,6597791
16,82514059,85926321,3412262,157914,6598306
17,85938055,85939950,1895,5,711
