BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,96419,106222,9803,170,6056
2,150963,159833,8870,170,6263
3,197839,207085,9246,170,6262
4,239239,251552,12313,170,6261
5,280601,289231,8630,170,6263
6,314160,322359,8199,170,6324
7,355213,364919,9706,170,6600
8,392975,402843,9868,170,6605
9,423848,433296,9448,170,6602
10,454239,461804,7565,170,6600
11,481199,488638,7439,170,6593
12,507030,514337,7307,170,6604
13,532630,539866,7236,170,6605
14,558123,567749,9626,170,6597
15,586335,591406,5071,170,6602
16,608710,616425,7715,170,6596
17,629338,631524,2186,8,794
