BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,8794244,22048624,13254380,611585,24105036
2,37501907,50212690,12710783,611585,24775177
3,65546716,78457530,12910814,611585,25550958
4,96888030,109792875,12904845,611585,25551229
5,128376260,141252292,12876032,611585,25551465
6,158452894,171247828,12794934,611585,25550895
7,187957673,200871591,12913918,611585,25551498
8,217978708,230538186,12559478,611585,25550594
9,247479452,260129157,12649705,611585,25550757
10,277268622,289853341,12584719,611585,25551057
11,307787900,320315117,12527217,611585,25551883
12,337282034,350211886,12929852,611585,25551791
13,367192424,379840567,12648143,611585,25551023
14,396784364,409285319,12500955,611585,25518383
15,426696705,439357904,12661199,611585,25433023
16,456123251,468960497,12837246,611585,25433642
17,489197086,501471940,12274854,611585,27819945
18,519313421,531801268,12487847,611585,29103277
19,548907135,561299102,12391967,611585,29103356
20,578513091,590620426,12107335,611585,29104586
21,608124810,620481273,12356463,611585,29103057
22,638261772,650468749,12206977,611585,29104040
23,668008512,680377844,12369332,611585,29103410
24,697916439,710256065,12339626,611585,29103387
25,728237741,740899597,12661856,611585,29103318
26,758395158,771205155,12809997,611585,29102766
27,788826393,800986235,12159842,611585,29102933
28,818566030,830540680,11974650,611585,28959270
29,848176863,860580937,12404074,611585,28851427
30,878357819,890798370,12440551,611585,28850399
31,908204674,920145183,11940509,611585,28850080
32,937901530,949982661,12081131,611585,28850554
33,950009375,950012226,2851,3,643
