BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,17561351,42442964,24881613,1223170,48879695
2,76232028,101562362,25330334,1223170,51101669
3,140605587,165648368,25042781,1223170,51101842
4,202154437,227219970,25065533,1223170,51101574
5,265209227,290539550,25330323,1223170,51101296
6,329293682,354579345,25285663,1223170,51103156
7,393212609,418227785,25015176,1223170,51068888
8,455019706,480384448,25364742,1223170,50866147
9,520254948,544515444,24260496,1223170,56922704
10,588071026,612189513,24118487,1223170,58207424
11,655112409,679820876,24708467,1223170,58206579
12,720413719,744762785,24349066,1223170,58206279
13,786125775,810892170,24766395,1223170,58205566
14,853449491,877862844,24413353,1223170,58061685
15,915889864,940146080,24256216,1223170,57701308
16,978181515,1002382946,24201431,1223170,57700116
17,1002436458,1002439686,3228,3,643
