BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1448205,3509489,2061284,78957,2960759
2,4576026,6554184,1978158,78957,3099192
3,7559567,9382982,1823415,78957,3141173
4,10459401,12240957,1781556,78957,3141103
5,13159074,14934923,1775849,78957,3141296
6,15889229,17712640,1823411,78957,3141171
7,18575199,20394414,1819215,78957,3141239
8,21351524,23175122,1823598,78957,3141094
9,24033524,25870167,1836643,78957,3141376
10,26725432,28585602,1860170,78957,3141511
11,29435122,31267372,1832250,78957,3141402
12,32129436,33916277,1786841,78957,3141401
13,34959799,36834174,1874375,78957,3194087
14,37855040,39804324,1949284,78957,3299259
15,40806768,42691418,1884650,78957,3299299
16,43621658,45502791,1881133,78957,3299108
17,46434828,48338084,1903256,78957,3299123
18,49265271,51142385,1877114,78957,3299078
19,52133432,54000381,1866949,78957,3299388
20,54979700,56925948,1946248,78957,3299093
21,57886754,59758116,1871362,78957,3298909
22,60677460,62583891,1906431,78957,3299227
23,63533188,65447367,1914179,78957,3299183
24,66369819,68224829,1855010,78957,3298990
25,69140181,71059675,1919494,78957,3299094
26,71992499,73900814,1908315,78957,3299265
27,74868048,76800566,1932518,78957,3299148
28,77759489,79622503,1863014,78957,3299230
29,80545100,82466371,1921271,78957,3299219
30,83397879,85287732,1889853,78957,3299090
31,86283451,88157168,1873717,78957,3299343
32,89150857,91062150,1911293,78957,3299481
33,91085810,91093829,8019,5,711
