BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2490200,10211797,7721597,157914,6059433
2,12299470,17059823,4760353,157914,6281758
3,19050511,22987830,3937319,157914,6281949
4,24745742,29464241,4718499,157914,6281815
5,31296327,35450855,4154528,157914,6282369
6,37243988,40828011,3584023,157914,6282285
7,43207852,46880449,3672597,157914,6492828
8,48966293,53104837,4138544,157914,6597889
9,54876667,58687302,3810635,157914,6597683
10,60598766,64777658,4178892,157914,6597963
11,66532540,70471807,3939267,157914,6597618
12,72302019,76359873,4057854,157914,6597655
13,78186614,82278735,4092121,157914,6597841
14,84093864,88356399,4262535,157914,6597860
15,90116090,94891904,4775814,157914,6597791
16,96791811,100722696,3930885,157914,6598306
17,100894007,100953214,59207,5,711
