BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,70078,78716,8638,85,3200
2,115029,119924,4895,85,3374
3,152515,157629,5114,85,3390
4,183668,190300,6632,85,3391
5,215122,220207,5085,85,3391
6,244722,249581,4859,85,3389
7,268445,273247,4802,85,3387
8,295234,301118,5884,85,3392
9,319595,328423,8828,85,3392
10,344645,348324,3679,85,3389
11,364488,368012,3524,85,3397
12,383463,389906,6443,85,3445
13,409478,413757,4279,85,3555
14,429296,432978,3682,85,3563
15,447782,451468,3686,85,3560
16,466096,469992,3896,85,3563
17,484472,488077,3605,85,3565
18,502028,506614,4586,85,3555
19,520845,524170,3325,85,3561
20,539205,543449,4244,85,3557
21,556736,561440,4704,85,3559
22,577687,581363,3676,85,3552
23,594547,598190,3643,85,3572
24,611297,616296,4999,85,3550
25,631026,634098,3072,85,3560
26,648043,651477,3434,85,3563
27,664475,668715,4240,85,3553
28,681675,686137,4462,85,3562
29,701670,704898,3228,85,3561
30,718401,721551,3150,85,3559
31,734121,739071,4950,85,3558
32,753201,756353,3152,85,3556
33,766460,768651,2191,8,794
