BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6515985,22335200,15819215,611585,24105036
2,29736781,44738246,15001465,611585,24775177
3,53083398,68439194,15355796,611585,25550958
4,77393692,92719102,15325410,611585,25551229
5,101469115,117251305,15782190,611585,25551465
6,125706257,141152464,15446207,611585,25550895
7,149686078,164991035,15304957,611585,25551498
8,173340377,188845573,15505196,611585,25550594
9,197771932,213503629,15731697,611585,25550757
10,221853981,237248200,15394219,611585,25551057
11,246401943,262325119,15923176,611585,25551883
12,270961614,286297271,15335657,611585,25551791
13,294750231,310168165,15417934,611585,25551023
14,318571081,333805121,15234040,611585,25518383
15,342538366,357916946,15378580,611585,25433023
16,366244314,381904407,15660093,611585,25433642
17,391865232,407388095,15522863,611585,27819945
18,417203366,432715168,15511802,611585,29103277
19,442028889,457685106,15656217,611585,29103356
20,467180823,482499724,15318901,611585,29104586
21,492456404,507663870,15207466,611585,29103057
22,516945329,532219629,15274300,611585,29104040
23,541820908,557130657,15309749,611585,29103410
24,567052652,582296264,15243612,611585,29103387
25,591828522,606920281,15091759,611585,29103318
26,616300307,631585191,15284884,611585,29102766
27,641211428,656536198,15324770,611585,29102933
28,665892817,681115685,15222868,611585,28959270
29,689761461,704903610,15142149,611585,28851427
30,713600529,728677798,15077269,611585,28850399
31,737504730,752666915,15162185,611585,28850080
32,761337574,776474851,15137277,611585,28850554
33,776506024,776508258,2234,3,643
