BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,72669,80256,7587,85,3200
2,115443,120948,5505,85,3374
3,153881,158886,5005,85,3390
4,185721,192378,6657,85,3391
5,218164,223265,5101,85,3391
6,248427,253306,4879,85,3389
7,273295,278519,5224,85,3387
8,300446,306646,6200,85,3392
9,325554,330185,4631,85,3392
10,346598,350304,3706,85,3389
11,366658,370250,3592,85,3397
12,390278,395280,5002,85,3445
13,411414,417139,5725,85,3555
14,434863,438500,3637,85,3563
15,453458,457359,3901,85,3560
16,474145,477924,3779,85,3563
17,492901,496393,3492,85,3565
18,510905,514488,3583,85,3555
19,529506,532838,3332,85,3561
20,547805,552009,4204,85,3557
21,565213,568748,3535,85,3559
22,582128,585580,3452,85,3552
23,599030,602352,3322,85,3572
24,615583,619255,3672,85,3550
25,633166,636348,3182,85,3560
26,650178,653311,3133,85,3563
27,666760,671187,4427,85,3553
28,687257,691925,4668,85,3562
29,705287,709727,4440,85,3561
30,723140,728742,5602,85,3559
31,741789,746819,5030,85,3558
32,762092,765526,3434,85,3556
33,775708,777547,1839,8,794
