BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6403584,25276953,18873369,611585,24105036
2,32465500,50770494,18304994,611585,24775177
3,58791616,77533106,18741490,611585,25550958
4,86365171,105180637,18815466,611585,25551229
5,113828572,132405760,18577188,611585,25551465
6,140635601,159439715,18804114,611585,25550895
7,167811449,186560331,18748882,611585,25551498
8,194830755,213423681,18592926,611585,25550594
9,222122220,240780711,18658491,611585,25550757
10,249068824,267726204,18657380,611585,25551057
11,276746950,295403071,18656121,611585,25551883
12,303915705,322599267,18683562,611585,25551791
13,330850218,349471694,18621476,611585,25551023
14,357994922,376704920,18709998,611585,25518383
15,385247097,403916936,18669839,611585,25433023
16,412233152,431155277,18922125,611585,25433642
17,441220901,459783784,18562883,611585,27819945
18,469438703,487950090,18511387,611585,29103277
19,497141581,515601014,18459433,611585,29103356
20,524996691,543340497,18343806,611585,29104586
21,552616088,571103638,18487550,611585,29103057
22,580493757,599081852,18588095,611585,29104040
23,608512407,626939131,18426724,611585,29103410
24,636654829,654978777,18323948,611585,29103387
25,664587204,683176660,18589456,611585,29103318
26,692921644,711364272,18442628,611585,29102766
27,720963940,739431595,18467655,611585,29102933
28,748740567,767211073,18470506,611585,28959270
29,775754042,794196163,18442121,611585,28851427
30,802730408,821163793,18433385,611585,28850399
31,829987174,848463379,18476205,611585,28850080
32,857236932,875619080,18382148,611585,28850554
33,875659546,875662316,2770,3,643
