BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1401300,3555149,2153849,78957,2960759
2,4588003,6535793,1947790,78957,3099192
3,7537853,9447847,1909994,78957,3141173
4,10523493,12348885,1825392,78957,3141103
5,13275372,15123377,1848005,78957,3141296
6,16073979,17924985,1851006,78957,3141171
7,18781833,20600383,1818550,78957,3141239
8,21556976,23398697,1841721,78957,3141094
9,24259004,26052410,1793406,78957,3141376
10,26918054,28802473,1884419,78957,3141511
11,29650192,31495723,1845531,78957,3141402
12,32358387,34259471,1901084,78957,3141401
13,35301410,37181316,1879906,78957,3194087
14,38208938,40134370,1925432,78957,3299259
15,41115994,43025053,1909059,78957,3299299
16,43945313,45885389,1940076,78957,3299108
17,46807909,48732697,1924788,78957,3299123
18,49659203,51608006,1948803,78957,3299078
19,52602503,54496483,1893980,78957,3299388
20,55466620,57338531,1871911,78957,3299093
21,58286449,60167599,1881150,78957,3298909
22,61089767,62989700,1899933,78957,3299227
23,63937455,65866975,1929520,78957,3299183
24,66805024,68713806,1908782,78957,3298990
25,69631083,71547618,1916535,78957,3299094
26,72467904,74395340,1927436,78957,3299265
27,75355313,77296591,1941278,78957,3299148
28,78242753,80197008,1954255,78957,3299230
29,81118179,83060703,1942524,78957,3299219
30,83982048,85918550,1936502,78957,3299090
31,86918670,88818166,1899496,78957,3299343
32,89814722,91710642,1895920,78957,3299481
33,91736837,91738920,2083,5,711
