BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6439168,25468650,19029482,611585,24105036
2,32686256,51131467,18445211,611585,24775177
3,59187890,78094056,18906166,611585,25550958
4,86965073,105915311,18950238,611585,25551229
5,114595875,133512113,18916238,611585,25551465
6,141772088,160563652,18791564,611585,25550895
7,168957506,187742509,18785003,611585,25551498
8,196059679,214925478,18865799,611585,25550594
9,223434863,242238729,18803866,611585,25550757
10,250558777,269411550,18852773,611585,25551057
11,278243980,297080436,18836456,611585,25551883
12,305365788,324167414,18801626,611585,25551791
13,332596022,351461746,18865724,611585,25551023
14,359813336,378694745,18881409,611585,25518383
15,387052448,405814771,18762323,611585,25433023
16,414124455,433080467,18956012,611585,25433642
17,443176189,461965005,18788816,611585,27819945
18,471634708,490297900,18663192,611585,29103277
19,499566126,518162085,18595959,611585,29103356
20,527764854,546406782,18641928,611585,29104586
21,556246478,574927352,18680874,611585,29103057
22,584367961,603005959,18637998,611585,29104040
23,612510534,631245207,18734673,611585,29103410
24,640682918,659401081,18718163,611585,29103387
25,669254339,688147413,18893074,611585,29103318
26,697592756,716267533,18674777,611585,29102766
27,726072708,744725970,18653262,611585,29102933
28,753932178,772530602,18598424,611585,28959270
29,781191497,799830376,18638879,611585,28851427
30,808378335,827074211,18695876,611585,28850399
31,835945224,854673709,18728485,611585,28850080
32,863306343,881845275,18538932,611585,28850554
33,881872720,881875168,2448,3,643
