BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,6781493,24576729,17795236,611585,24105036
2,32010826,47691288,15680462,611585,24775177
3,56063891,71043763,14979872,611585,25550958
4,79990142,96638600,16648458,611585,25551229
5,105475394,121370624,15895230,611585,25551465
6,129746702,146515475,16768773,611585,25550895
7,155004306,172316827,17312521,611585,25551498
8,180599062,197189122,16590060,611585,25550594
9,206044447,223239517,17195070,611585,25550757
10,231573663,248266771,16693108,611585,25551057
11,257367756,274827569,17459813,611585,25551883
12,283433786,300612601,17178815,611585,25551791
13,309041146,325838983,16797837,611585,25551023
14,334211196,351608930,17397734,611585,25518383
15,360096708,376599411,16502703,611585,25433023
16,384855382,401031621,16176239,611585,25433642
17,410973091,427668208,16695117,611585,27819945
18,438004312,453588638,15584326,611585,29103277
19,462916998,478749787,15832789,611585,29103356
20,488439153,504455591,16016438,611585,29104586
21,513954487,530165281,16210794,611585,29103057
22,539667748,555631293,15963545,611585,29104040
23,565175008,581481188,16306180,611585,29103410
24,591297288,607525025,16227737,611585,29103387
25,616918657,632600647,15681990,611585,29103318
26,641997292,657232613,15235321,611585,29102766
27,667202131,682619627,15417496,611585,29102933
28,692035313,707833508,15798195,611585,28959270
29,716477603,732647129,16169526,611585,28851427
30,741372281,758289539,16917258,611585,28850399
31,767172275,783528222,16355947,611585,28850080
32,792243221,808353315,16110094,611585,28850554
33,808491484,808545946,54462,3,643
