BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,7471657,20642664,13171007,611585,24105036
2,28480392,41578406,13098014,611585,24775177
3,50141615,63445792,13304177,611585,25550958
4,72562072,86009287,13447215,611585,25551229
5,94700132,108003557,13303425,611585,25551465
6,116448899,129755454,13306555,611585,25550895
7,138059250,151519219,13459969,611585,25551498
8,160127379,173697050,13569671,611585,25550594
9,182072255,195367767,13295512,611585,25550757
10,203929417,217248488,13319071,611585,25551057
11,226315431,239671926,13356495,611585,25551883
12,247997722,261349198,13351476,611585,25551791
13,269762683,283125695,13363012,611585,25551023
14,291515798,304850329,13334531,611585,25518383
15,313766744,327124526,13357782,611585,25433023
16,335811242,349366672,13555430,611585,25433642
17,359405023,372777744,13372721,611585,27819945
18,382837265,395937900,13100635,611585,29103277
19,405500534,418590720,13090186,611585,29103356
20,428485067,441543942,13058875,611585,29104586
21,451343699,464410534,13066835,611585,29103057
22,474345258,487414251,13068993,611585,29104040
23,497022047,509990065,12968018,611585,29103410
24,519585252,532840563,13255311,611585,29103387
25,542471276,555691241,13219965,611585,29103318
26,565300099,578509054,13208955,611585,29102766
27,588053869,601347893,13294024,611585,29102933
28,610614469,623594720,12980251,611585,28959270
29,632713104,645777002,13063898,611585,28851427
30,654911832,668004541,13092709,611585,28850399
31,677108790,690244663,13135873,611585,28850080
32,699384431,712691296,13306865,611585,28850554
33,712706453,712708989,2536,3,643
