BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,78318,89206,10888,85,3200
2,125845,131257,5412,85,3374
3,164174,169865,5691,85,3390
4,191237,199214,7977,85,3391
5,222992,229338,6346,85,3391
6,250013,255553,5540,85,3389
7,276194,282440,6246,85,3387
8,303860,310654,6794,85,3392
9,329177,334485,5308,85,3392
10,351328,356225,4897,85,3389
11,374459,380513,6054,85,3397
12,397887,402944,5057,85,3445
13,422938,429421,6483,85,3555
14,449449,455116,5667,85,3563
15,471021,476359,5338,85,3560
16,492547,498087,5540,85,3563
17,516267,522865,6598,85,3565
18,537827,542852,5025,85,3555
19,561199,566368,5169,85,3561
20,581486,589768,8282,85,3557
21,603575,607038,3463,85,3559
22,624780,631560,6780,85,3552
23,645441,651070,5629,85,3572
24,665195,673467,8272,85,3550
25,687265,692916,5651,85,3560
26,706536,715337,8801,85,3563
27,730827,736541,5714,85,3553
28,750343,757568,7225,85,3562
29,771977,778201,6224,85,3561
30,795957,799724,3767,85,3559
31,813543,824538,10995,85,3558
32,838351,841786,3435,85,3556
33,854495,866298,11803,8,794
