BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1387412,3558397,2170985,78957,2960759
2,4574461,6600434,2025973,78957,3099192
3,7656948,9533691,1876743,78957,3141173
4,10597987,12518797,1920810,78957,3141103
5,13483973,15365588,1881615,78957,3141296
6,16271905,18120105,1848200,78957,3141171
7,18967106,20811539,1844433,78957,3141239
8,21749269,23640443,1891174,78957,3141094
9,24493988,26358390,1864402,78957,3141376
10,27210278,29094946,1884668,78957,3141511
11,29931482,31807504,1876022,78957,3141402
12,32659636,34536784,1877148,78957,3141401
13,35572278,37552762,1980484,78957,3194087
14,38547860,40454147,1906287,78957,3299259
15,41436401,43332783,1896382,78957,3299299
16,44241891,46127322,1885431,78957,3299108
17,47050348,48991954,1941606,78957,3299123
18,49912790,51840858,1928068,78957,3299078
19,52826605,54753725,1927120,78957,3299388
20,55719461,57645606,1926145,78957,3299093
21,58588639,60516271,1927632,78957,3298909
22,61419492,63380732,1961240,78957,3299227
23,64308905,66180194,1871289,78957,3299183
24,67110306,69008375,1898069,78957,3298990
25,69926118,71865621,1939503,78957,3299094
26,72776550,74741885,1965335,78957,3299265
27,75701394,77599903,1898509,78957,3299148
28,78540553,80506982,1966429,78957,3299230
29,81435126,83389001,1953875,78957,3299219
30,84304031,86202969,1898938,78957,3299090
31,87174605,89142272,1967667,78957,3299343
32,90121096,92065089,1943993,78957,3299481
33,92093524,92096672,3148,5,711
