BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,17861200,42900108,25038908,1223170,48879695
2,75944943,101887146,25942203,1223170,51101669
3,140030131,165957638,25927507,1223170,51101842
4,202563077,228409545,25846468,1223170,51101574
5,263511441,289332959,25821518,1223170,51101296
6,328912991,355514922,26601931,1223170,51103156
7,393123728,418552871,25429143,1223170,51068888
8,456314855,481602180,25287325,1223170,50866147
9,523549845,548118654,24568809,1223170,56922704
10,589995922,614111787,24115865,1223170,58207424
11,656845772,681246044,24400272,1223170,58206579
12,724157818,748386712,24228894,1223170,58206279
13,789337845,813519888,24182043,1223170,58205566
14,854393774,878447550,24053776,1223170,58061685
15,915954246,940206034,24251788,1223170,57701308
16,977817024,1002557763,24740739,1223170,57700116
17,1002596239,1002598270,2031,3,643
