BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,1411369,3517991,2106622,78957,2960759
2,4546000,6496064,1950064,78957,3099192
3,7561914,9425635,1863721,78957,3141173
4,10507286,12395511,1888225,78957,3141103
5,13385339,15239646,1854307,78957,3141296
6,16159912,18014513,1854601,78957,3141171
7,18859175,20709949,1850774,78957,3141239
8,21661489,23555055,1893566,78957,3141094
9,24383414,26229780,1846366,78957,3141376
10,27081387,28936478,1855091,78957,3141511
11,29825487,31652788,1827301,78957,3141402
12,32516795,34397351,1880556,78957,3141401
13,35377972,37303661,1925689,78957,3194087
14,38306677,40221890,1915213,78957,3299259
15,41206045,43198830,1992785,78957,3299299
16,44109347,46050519,1941172,78957,3299108
17,46969375,48906928,1937553,78957,3299123
18,49873907,51795196,1921289,78957,3299078
19,52819337,54808816,1989479,78957,3299388
20,55729298,57645506,1916208,78957,3299093
21,58571697,60506168,1934471,78957,3298909
22,61432823,63384102,1951279,78957,3299227
23,64301009,66294358,1993349,78957,3299183
24,67212340,69182112,1969772,78957,3298990
25,70142171,72102570,1960399,78957,3299094
26,73051278,74954229,1902951,78957,3299265
27,75885611,77823096,1937485,78957,3299148
28,78727617,80670155,1942538,78957,3299230
29,81589384,83554298,1964914,78957,3299219
30,84444126,86380553,1936427,78957,3299090
31,87365306,89319904,1954598,78957,3299343
32,90300835,92253116,1952281,78957,3299481
33,92290651,92294864,4213,5,711
