BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2009114,3951756,1942642,78957,2960759
2,5895951,7596256,1700305,78957,3099192
3,9309358,10808922,1499564,78957,3141173
4,12663548,14195210,1531662,78957,3141103
5,15997454,17531613,1534159,78957,3141296
6,19356084,20917992,1561908,78957,3141171
7,22609044,24127541,1518497,78957,3141239
8,26009091,27591284,1582193,78957,3141094
9,29329120,30859358,1530238,78957,3141376
10,32534198,34103511,1569313,78957,3141511
11,35740300,37282320,1542020,78957,3141402
12,38929527,40467737,1538210,78957,3141401
13,42354823,43870728,1515905,78957,3194087
14,45790989,47409268,1618279,78957,3299259
15,49332999,50932815,1599816,78957,3299299
16,52670538,54285748,1615210,78957,3299108
17,56030878,57624468,1593590,78957,3299123
18,59363408,60961781,1598373,78957,3299078
19,62800146,64383005,1582859,78957,3299388
20,66216392,67802660,1586268,78957,3299093
21,69573485,71166687,1593202,78957,3298909
22,72901147,74510579,1609432,78957,3299227
23,76273369,77838292,1564923,78957,3299183
24,79576240,81165871,1589631,78957,3298990
25,82914025,84522551,1608526,78957,3299094
26,86250467,87901553,1651086,78957,3299265
27,89662382,91245482,1583100,78957,3299148
28,92995092,94699086,1703994,78957,3299230
29,96693222,98430782,1737560,78957,3299219
30,100195499,101766764,1571265,78957,3299090
31,103605703,105245747,1640044,78957,3299343
32,107161756,108773219,1611463,78957,3299481
33,108814454,108816888,2434,5,711
