BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2190283,6189921,3999638,157914,6059433
2,8273620,12093281,3819661,157914,6281758
3,14111743,17810104,3698361,157914,6281949
4,19587849,23369572,3781723,157914,6281815
5,25304928,28979443,3674515,157914,6282369
6,30840959,34595690,3754731,157914,6282285
7,36656008,40461028,3805020,157914,6492828
8,42526101,46320091,3793990,157914,6597889
9,48141871,51979668,3837797,157914,6597683
10,53941876,57671872,3729996,157914,6597963
11,59514889,63380152,3865263,157914,6597618
12,65250250,69047394,3797144,157914,6597655
13,70910963,74739614,3828651,157914,6597841
14,76527116,80324730,3797614,157914,6597860
15,82136372,86059177,3922805,157914,6597791
16,88001331,91848776,3847445,157914,6598306
17,91876293,91883233,6940,5,711
