BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,565156,649137,83981,170,6056
2,705742,732345,26603,170,6263
3,785868,840947,55079,170,6262
4,872646,984691,112045,170,6261
5,1031533,1275444,243911,170,6263
6,1320705,1435409,114704,170,6324
7,1485411,1543855,58444,170,6600
8,1580901,1635699,54798,170,6605
9,1671186,1702351,31165,170,6602
10,1734855,1861535,126680,170,6600
11,1894133,1928117,33984,170,6593
12,1963252,2019986,56734,170,6604
13,2052684,2178745,126061,170,6605
14,2212587,2387811,175224,170,6597
15,2421540,2462856,41316,170,6602
16,2494170,2529514,35344,170,6596
17,2612154,2646409,34255,8,794
