BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,89431,100269,10838,170,6056
2,155429,163253,7824,170,6263
3,205691,213251,7560,170,6262
4,243023,254267,11244,170,6261
5,286235,294426,8191,170,6263
6,322512,329354,6842,170,6324
7,352149,358742,6593,170,6600
8,385372,391583,6211,170,6605
9,411939,417714,5775,170,6602
10,437963,444156,6193,170,6600
11,462043,467078,5035,170,6593
12,486465,492767,6302,170,6604
13,511046,516118,5072,170,6605
14,535371,541986,6615,170,6597
15,559441,564348,4907,170,6602
16,580663,586022,5359,170,6596
17,596567,598506,1939,8,794
