BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,166399,178867,12468,85,3200
2,239313,244863,5550,85,3374
3,302508,310530,8022,85,3390
4,355009,371730,16721,85,3391
5,431072,438311,7239,85,3391
6,482700,492134,9434,85,3389
7,530959,540249,9290,85,3387
8,589828,597850,8022,85,3392
9,637653,648924,11271,85,3392
10,687292,695218,7926,85,3389
11,734900,744585,9685,85,3397
12,784355,794636,10281,85,3445
13,832173,841334,9161,85,3555
14,881351,888453,7102,85,3563
15,925326,934273,8947,85,3560
16,964209,973180,8971,85,3563
17,1008900,1013976,5076,85,3565
18,1049705,1056807,7102,85,3555
19,1093228,1101273,8045,85,3561
20,1137691,1144818,7127,85,3557
21,1180866,1185736,4870,85,3559
22,1220739,1229867,9128,85,3552
23,1265484,1270296,4812,85,3572
24,1306591,1316515,9924,85,3550
25,1354071,1364623,10552,85,3560
26,1404860,1409625,4765,85,3563
27,1446102,1457225,11123,85,3553
28,1492411,1497539,5128,85,3562
29,1531724,1563074,31350,85,3561
30,1597560,1602428,4868,85,3559
31,1635609,1645681,10072,85,3558
32,1680886,1686312,5426,85,3556
33,1715866,1717943,2077,8,794
