BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,70386,76808,6422,85,3200
2,113131,118864,5733,85,3374
3,153515,159519,6004,85,3390
4,181018,189178,8160,85,3391
5,216315,221905,5590,85,3391
6,242709,248637,5928,85,3389
7,271205,278106,6901,85,3387
8,303143,309515,6372,85,3392
9,330103,335629,5526,85,3392
10,352471,358605,6134,85,3389
11,375756,380906,5150,85,3397
12,398509,404293,5784,85,3445
13,425575,431265,5690,85,3555
14,453482,459131,5649,85,3563
15,476428,482475,6047,85,3560
16,497820,501970,4150,85,3563
17,520245,526869,6624,85,3565
18,541767,547363,5596,85,3555
19,562772,568713,5941,85,3561
20,589161,592962,3801,85,3557
21,607795,613770,5975,85,3559
22,629307,635878,6571,85,3552
23,650547,654155,3608,85,3572
24,668115,677675,9560,85,3550
25,691776,695605,3829,85,3560
26,713067,719467,6400,85,3563
27,735326,739015,3689,85,3553
28,754256,761311,7055,85,3562
29,778235,784305,6070,85,3561
30,798901,803146,4245,85,3559
31,817925,828244,10319,85,3558
32,842191,845976,3785,85,3556
33,858928,861045,2117,8,794
