BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2215511,6302002,4086491,157914,6059433
2,8422381,12454818,4032437,157914,6281758
3,14499603,18259115,3759512,157914,6281949
4,20163744,23984531,3820787,157914,6281815
5,25865974,29590344,3724370,157914,6282369
6,31467795,35249470,3781675,157914,6282285
7,37389446,41208053,3818607,157914,6492828
8,43176399,47042623,3866224,157914,6597889
9,48856739,52694427,3837688,157914,6597683
10,54689179,58526398,3837219,157914,6597963
11,60388498,64213324,3824826,157914,6597618
12,66082084,69886073,3803989,157914,6597655
13,71683962,75534729,3850767,157914,6597841
14,77327985,81170839,3842854,157914,6597860
15,82942089,86780810,3838721,157914,6597791
16,88732728,92551668,3818940,157914,6598306
17,92576899,92582153,5254,5,711
