BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2367391,5804189,3436798,157914,6059433
2,7840172,11121801,3281629,157914,6281758
3,13053499,16345631,3292132,157914,6281949
4,18213048,21512130,3299082,157914,6281815
5,23272644,26599555,3326911,157914,6282369
6,28167230,31461898,3294668,157914,6282285
7,33412635,36798424,3385789,157914,6492828
8,38606583,42014733,3408150,157914,6597889
9,44199171,47606287,3407116,157914,6597683
10,49866072,53275907,3409835,157914,6597963
11,55466771,58855280,3388509,157914,6597618
12,60358126,63772257,3414131,157914,6597655
13,65848439,69261520,3413081,157914,6597841
14,71356617,74762408,3405791,157914,6597860
15,76848097,80278251,3430154,157914,6597791
16,82525203,85920755,3395552,157914,6598306
17,85933488,85935484,1996,5,711
