BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,15691399,45725985,30034586,1223170,48879695
2,63780246,93857382,30077136,1223170,51101669
3,112391102,142366336,29975234,1223170,51101842
4,159733052,189581900,29848848,1223170,51101574
5,207735230,237787522,30052292,1223170,51101296
6,256640089,286496403,29856314,1223170,51103156
7,303362308,333372867,30010559,1223170,51068888
8,351370315,381162623,29792308,1223170,50866147
9,400931152,430772219,29841067,1223170,56922704
10,451344793,481204747,29859954,1223170,58207424
11,501003407,530928574,29925167,1223170,58206579
12,549597570,579517109,29919539,1223170,58206279
13,598434816,628332238,29897422,1223170,58205566
14,647426416,677350843,29924427,1223170,58061685
15,695468580,725317900,29849320,1223170,57701308
16,743400841,773240803,29839962,1223170,57700116
17,773288327,773290579,2252,3,643
