BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2614651,10675588,8060937,157914,6059433
2,12702331,16886162,4183831,157914,6281758
3,18914591,22794809,3880218,157914,6281949
4,24652397,28373336,3720939,157914,6281815
5,30272121,34311096,4038975,157914,6282369
6,36167037,39906040,3739003,157914,6282285
7,42399739,46289751,3890012,157914,6492828
8,48350067,52420032,4069965,157914,6597889
9,54221690,58329354,4107664,157914,6597683
10,60274532,64548486,4273954,157914,6597963
11,66352087,70105705,3753618,157914,6597618
12,71974893,75911275,3936382,157914,6597655
13,77757141,81462765,3705624,157914,6597841
14,83274601,87751101,4476500,157914,6597860
15,89536300,93874521,4338221,157914,6597791
16,95794654,99695121,3900467,157914,6598306
17,99761360,99786723,25363,5,711
