BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2342615,5861893,3519278,157914,6059433
2,7769597,11138615,3369018,157914,6281758
3,13105413,16460099,3354686,157914,6281949
4,18088017,21431724,3343707,157914,6281815
5,23620494,27014154,3393660,157914,6282369
6,28630191,31957115,3326924,157914,6282285
7,33860564,37317919,3457355,157914,6492828
8,39160052,42669692,3509640,157914,6597889
9,44348545,47809744,3461199,157914,6597683
10,49624399,53103471,3479072,157914,6597963
11,55221948,58661805,3439857,157914,6597618
12,60777184,64208507,3431323,157914,6597655
13,65723420,69125967,3402547,157914,6597841
14,71212910,74631957,3419047,157914,6597860
15,76736157,80187990,3451833,157914,6597791
16,82416375,85853825,3437450,157914,6598306
17,85866037,85867797,1760,5,711
