BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,2037492,6903088,4865596,78957,2960759
2,7956626,10507355,2550729,78957,3099192
3,11506054,13650282,2144228,78957,3141173
4,14719296,16404872,1685576,78957,3141103
5,17294142,19251343,1957201,78957,3141296
6,20186874,22136099,1949225,78957,3141171
7,22981631,24837323,1855692,78957,3141239
8,25773918,27582072,1808154,78957,3141094
9,28427555,30399605,1972050,78957,3141376
10,31246633,33334602,2087969,78957,3141511
11,34152670,35850734,1698064,78957,3141402
12,36696310,38498582,1802272,78957,3141401
13,39534409,41234148,1699739,78957,3194087
14,42205838,44119835,1913997,78957,3299259
15,45118228,47127750,2009522,78957,3299299
16,48038489,50406418,2367929,78957,3299108
17,51329961,53669302,2339341,78957,3299123
18,54577517,56447831,1870314,78957,3299078
19,57432400,59232513,1800113,78957,3299388
20,60172208,62427938,2255730,78957,3299093
21,63364616,65488350,2123734,78957,3298909
22,66409229,68758196,2348967,78957,3299227
23,69695798,71500473,1804675,78957,3299183
24,72421938,74513958,2092020,78957,3298990
25,75428689,77205111,1776422,78957,3299094
26,78113044,80156241,2043197,78957,3299265
27,81126521,83210433,2083912,78957,3299148
28,84147395,85955102,1807707,78957,3299230
29,86817880,89013934,2196054,78957,3299219
30,89931813,92318834,2387021,78957,3299090
31,93306439,95137622,1831183,78957,3299343
32,96117078,98223790,2106712,78957,3299481
33,98335154,98366036,30882,5,711
