BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,90184,100790,10606,170,6056
2,155670,163579,7909,170,6263
3,205881,213476,7595,170,6262
4,243507,254227,10720,170,6261
5,283552,291522,7970,170,6263
6,318367,326629,8262,170,6324
7,351816,358648,6832,170,6600
8,383605,389660,6055,170,6605
9,409891,415529,5638,170,6602
10,435815,442204,6389,170,6600
11,460335,465703,5368,170,6593
12,484346,490088,5742,170,6604
13,508286,513424,5138,170,6605
14,530905,539054,8149,170,6597
15,558025,563274,5249,170,6602
16,581345,586508,5163,170,6596
17,596775,598487,1712,8,794
