BatchNumber,StartTime(microseconds), EndTime(microseconds), Duration(microseconds), Size (Operations), Size (Bytes)
1,539068,646753,107685,170,6056
2,725110,763196,38086,170,6263
3,827388,896940,69552,170,6262
4,941313,1257459,316146,170,6261
5,1306184,1381172,74988,170,6263
6,1425773,1564948,139175,170,6324
7,1620775,1689854,69079,170,6600
8,1735037,1806955,71918,170,6605
9,1842936,1881799,38863,170,6602
10,1919875,2224620,304745,170,6600
11,2258236,2299519,41283,170,6593
12,2333737,2391255,57518,170,6604
13,2422306,2457960,35654,170,6605
14,2487433,2625487,138054,170,6597
15,2659654,2700433,40779,170,6602
16,2732386,2767079,34693,170,6596
17,2849433,2884003,34570,8,794
